TYPE|CODE|LIB|TXT|Findevalid|extension|cma_niv|cma|cmas|cmas_nt|code_imprecis|interdits_en_DP|interdits_en_DR|requerant_un_DR|ssrFP|ssrMP|ssrAE|ssrDAS|ssrZ_CMC|pmsi|MAJ|auteur_MAJ|remarque1|_009_EXT__LIB__finvalid__doublon
D|M9028|M9028 : Ostéopathie au cours d'autres maladies infectieuses classées ailleurs - Autres|Ostéopathie au cours d'autres mal. infect. cl. ail. - Autres||0|3|1|1|1|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9029|M9029 : Ostéopathie au cours d'autres maladies infectieuses classées ailleurs - Siège non précisé|Ostéopathie au cours d'autres mal. infect. cl. ail. - Siège SAI.||0|3|1|1|1|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M903|M903 : Ostéonécrose de la maladie des caissons (T70.3)|Ostéonécrose de la mal. des caissons (T70.3)||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9030|M9030 : Ostéonécrose de la maladie des caissons (T70.3) - Sièges multiples|Ostéonécrose de la mal. des caissons (T70.3) - Sièges mult.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9031|M9031 : Ostéonécrose de la maladie des caissons (T70.3) - Région scapulaire|Ostéonécrose de la mal. des caissons (T70.3) - rég. scap.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9032|M9032 : Ostéonécrose de la maladie des caissons (T70.3) - Bras|Ostéonécrose de la mal. des caissons (T70.3) - Bras||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9033|M9033 : Ostéonécrose de la maladie des caissons (T70.3) - Avant-bras|Ostéonécrose de la mal. des caissons (T70.3) - av-b.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9034|M9034 : Ostéonécrose de la maladie des caissons (T70.3) - Main|Ostéonécrose de la mal. des caissons (T70.3) - Main||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9035|M9035 : Ostéonécrose de la maladie des caissons (T70.3) - Région pelvienne et cuisse|Ostéonécrose de la mal. des caissons (T70.3) - rég. pelv. et cuisse||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9036|M9036 : Ostéonécrose de la maladie des caissons (T70.3) - Jambe|Ostéonécrose de la mal. des caissons (T70.3) - Jambe||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9037|M9037 : Ostéonécrose de la maladie des caissons (T70.3) - Cheville et pied|Ostéonécrose de la mal. des caissons (T70.3) - cheville, pied||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9038|M9038 : Ostéonécrose de la maladie des caissons (T70.3) - Autres|Ostéonécrose de la mal. des caissons (T70.3) - Autres||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9039|M9039 : Ostéonécrose de la maladie des caissons (T70.3) - Siège non précisé|Ostéonécrose de la mal. des caissons (T70.3) - Siège SAI.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M904|M904 : Ostéonécrose due à une hémoglobinopathie (D50-D64)|Ostéonécrose due à une hémoglobinopathie (D50-D64)||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9040|M9040 : Ostéonécrose due à une hémoglobinopathie (D50-D64) - Sièges multiples|Ostéonécrose due à une hémoglobinopathie (D50-D64) - Sièges mult.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9041|M9041 : Ostéonécrose due à une hémoglobinopathie (D50-D64) - Région scapulaire|Ostéonécrose due à une hémoglobinopathie (D50-D64) - rég. scap.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9042|M9042 : Ostéonécrose due à une hémoglobinopathie (D50-D64) - Bras|Ostéonécrose due à une hémoglobinopathie (D50-D64) - Bras||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9043|M9043 : Ostéonécrose due à une hémoglobinopathie (D50-D64) - Avant-bras|Ostéonécrose due à une hémoglobinopathie (D50-D64) - av-b.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9044|M9044 : Ostéonécrose due à une hémoglobinopathie (D50-D64) - Main|Ostéonécrose due à une hémoglobinopathie (D50-D64) - Main||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9045|M9045 : Ostéonécrose due à une hémoglobinopathie (D50-D64) - Région pelvienne et cuisse|Ostéonécrose due à une hémoglobinopathie (D50-D64) - rég. pelv. et cuisse||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9046|M9046 : Ostéonécrose due à une hémoglobinopathie (D50-D64) - Jambe|Ostéonécrose due à une hémoglobinopathie (D50-D64) - Jambe||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9047|M9047 : Ostéonécrose due à une hémoglobinopathie (D50-D64) - Cheville et pied|Ostéonécrose due à une hémoglobinopathie (D50-D64) - cheville, pied||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9048|M9048 : Ostéonécrose due à une hémoglobinopathie (D50-D64) - Autres|Ostéonécrose due à une hémoglobinopathie (D50-D64) - Autres||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9049|M9049 : Ostéonécrose due à une hémoglobinopathie (D50-D64) - Siège non précisé|Ostéonécrose due à une hémoglobinopathie (D50-D64) - Siège SAI.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M905|M905 : Ostéonécrose au cours d'autres maladies classées ailleurs|Ostéonécrose au cours d'autres mal. cl. ail.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9050|M9050 : Ostéonécrose au cours d'autres maladies classées ailleurs - Sièges multiples|Ostéonécrose au cours d'autres mal. cl. ail. - Sièges mult.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9051|M9051 : Ostéonécrose au cours d'autres maladies classées ailleurs - Région scapulaire|Ostéonécrose au cours d'autres mal. cl. ail. - rég. scap.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9052|M9052 : Ostéonécrose au cours d'autres maladies classées ailleurs - Bras|Ostéonécrose au cours d'autres mal. cl. ail. - Bras||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9053|M9053 : Ostéonécrose au cours d'autres maladies classées ailleurs - Avant-bras|Ostéonécrose au cours d'autres mal. cl. ail. - av-b.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9054|M9054 : Ostéonécrose au cours d'autres maladies classées ailleurs - Main|Ostéonécrose au cours d'autres mal. cl. ail. - Main||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9055|M9055 : Ostéonécrose au cours d'autres maladies classées ailleurs - Région pelvienne et cuisse|Ostéonécrose au cours d'autres mal. cl. ail. - rég. pelv. et cuisse||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9056|M9056 : Ostéonécrose au cours d'autres maladies classées ailleurs - Jambe|Ostéonécrose au cours d'autres mal. cl. ail. - Jambe||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9057|M9057 : Ostéonécrose au cours d'autres maladies classées ailleurs - Cheville et pied|Ostéonécrose au cours d'autres mal. cl. ail. - cheville, pied||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9058|M9058 : Ostéonécrose au cours d'autres maladies classées ailleurs - Autres|Ostéonécrose au cours d'autres mal. cl. ail. - Autres||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9059|M9059 : Ostéonécrose au cours d'autres maladies classées ailleurs - Siège non précisé|Ostéonécrose au cours d'autres mal. cl. ail. - Siège SAI.||0|2|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M906|M906 : Ostéite déformante au cours de maladies tumorales (C00-D48)|Ostéite déformante avec mal. tum. (C00-D48)||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9060|M9060 : Ostéite déformante au cours de maladies tumorales (C00-D48) - Sièges multiples|Ostéite déformante avec mal. tum. (C00-D48) - Sièges mult.||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9061|M9061 : Ostéite déformante au cours de maladies tumorales (C00-D48) - Région scapulaire|Ostéite déformante avec mal. tum. (C00-D48) - rég. scap.||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9062|M9062 : Ostéite déformante au cours de maladies tumorales (C00-D48) - Bras|Ostéite déformante avec mal. tum. (C00-D48) - Bras||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9063|M9063 : Ostéite déformante au cours de maladies tumorales (C00-D48) - Avant-bras|Ostéite déformante avec mal. tum. (C00-D48) - av-b.||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9064|M9064 : Ostéite déformante au cours de maladies tumorales (C00-D48) - Main|Ostéite déformante avec mal. tum. (C00-D48) - Main||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9065|M9065 : Ostéite déformante au cours de maladies tumorales (C00-D48) - Région pelvienne et cuisse|Ostéite déformante avec mal. tum. (C00-D48) - rég. pelv. et cuisse||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9066|M9066 : Ostéite déformante au cours de maladies tumorales (C00-D48) - Jambe|Ostéite déformante avec mal. tum. (C00-D48) - Jambe||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9067|M9067 : Ostéite déformante au cours de maladies tumorales (C00-D48) - Cheville et pied|Ostéite déformante avec mal. tum. (C00-D48) - cheville, pied||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9068|M9068 : Ostéite déformante au cours de maladies tumorales (C00-D48) - Autres|Ostéite déformante avec mal. tum. (C00-D48) - Autres||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9069|M9069 : Ostéite déformante au cours de maladies tumorales (C00-D48) - Siège non précisé|Ostéite déformante avec mal. tum. (C00-D48) - Siège SAI.||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M907|M907 : Fracture osseuse au cours de maladies tumorales (C00-D48)|Frac. osseuse avec mal. tum. (C00-D48)||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9070|M9070 : Fracture osseuse au cours de maladies tumorales (C00-D48) - Sièges multiples|Frac. osseuse avec mal. tum. (C00-D48) - Sièges mult.||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9071|M9071 : Fracture osseuse au cours de maladies tumorales (C00-D48) - Région scapulaire|Frac. osseuse avec mal. tum. (C00-D48) - rég. scap.||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9072|M9072 : Fracture osseuse au cours de maladies tumorales (C00-D48) - Bras|Frac. osseuse avec mal. tum. (C00-D48) - Bras||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9073|M9073 : Fracture osseuse au cours de maladies tumorales (C00-D48) - Avant-bras|Frac. osseuse avec mal. tum. (C00-D48) - av-b.||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9074|M9074 : Fracture osseuse au cours de maladies tumorales (C00-D48) - Main|Frac. osseuse avec mal. tum. (C00-D48) - Main||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9075|M9075 : Fracture osseuse au cours de maladies tumorales (C00-D48) - Région pelvienne et cuisse|Frac. osseuse avec mal. tum. (C00-D48) - rég. pelv. et cuisse||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9076|M9076 : Fracture osseuse au cours de maladies tumorales (C00-D48) - Jambe|Frac. osseuse avec mal. tum. (C00-D48) - Jambe||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9077|M9077 : Fracture osseuse au cours de maladies tumorales (C00-D48) - Cheville et pied|Frac. osseuse avec mal. tum. (C00-D48) - cheville, pied||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9078|M9078 : Fracture osseuse au cours de maladies tumorales (C00-D48) - Autres|Frac. osseuse avec mal. tum. (C00-D48) - Autres||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9079|M9079 : Fracture osseuse au cours de maladies tumorales (C00-D48) - Siège non précisé|Frac. osseuse avec mal. tum. (C00-D48) - Siège SAI.||0|3|0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M908|M908 : Ostéopathie au cours d'autres maladies classées ailleurs|Ostéopathie au cours d'autres mal. cl. ail.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9080|M9080 : Ostéopathie au cours d'autres maladies classées ailleurs - Sièges multiples|Ostéopathie au cours d'autres mal. cl. ail. - Sièges mult.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9081|M9081 : Ostéopathie au cours d'autres maladies classées ailleurs - Région scapulaire|Ostéopathie au cours d'autres mal. cl. ail. - rég. scap.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9082|M9082 : Ostéopathie au cours d'autres maladies classées ailleurs - Bras|Ostéopathie au cours d'autres mal. cl. ail. - Bras||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9083|M9083 : Ostéopathie au cours d'autres maladies classées ailleurs - Avant-bras|Ostéopathie au cours d'autres mal. cl. ail. - av-b.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9084|M9084 : Ostéopathie au cours d'autres maladies classées ailleurs - Main|Ostéopathie au cours d'autres mal. cl. ail. - Main||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9085|M9085 : Ostéopathie au cours d'autres maladies classées ailleurs - Région pelvienne et cuisse|Ostéopathie au cours d'autres mal. cl. ail. - rég. pelv. et cuisse||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9086|M9086 : Ostéopathie au cours d'autres maladies classées ailleurs - Jambe|Ostéopathie au cours d'autres mal. cl. ail. - Jambe||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9087|M9087 : Ostéopathie au cours d'autres maladies classées ailleurs - Cheville et pied|Ostéopathie au cours d'autres mal. cl. ail. - cheville, pied||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9088|M9088 : Ostéopathie au cours d'autres maladies classées ailleurs - Autres|Ostéopathie au cours d'autres mal. cl. ail. - Autres||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9089|M9089 : Ostéopathie au cours d'autres maladies classées ailleurs - Siège non précisé|Ostéopathie au cours d'autres mal. cl. ail. - Siège SAI.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M910|M910 : Ostéochondrite juvénile du bassin|Ostéochondrite juv. du bassin||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9100|M9100 : Ostéochondrite juvénile du bassin - Sièges multiples|Ostéochondrite juv. du bassin - Sièges mult.|28FEB2009:00:00:00|0||0|0|0|0|0|0|0|N|N|N|N||O|25JUN2009:00:00:00|JF|22/03/09 finvalid 28/02/09 ( imp);|FINvalid (imp);
D|M9105|M9105 : Ostéochondrite juvénile du bassin - Région pelvienne et cuisse|Ostéochondrite juv. du bassin - rég. pelv. et cuisse||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M911|M911 : Ostéochondrite juvénile de la tête du fémur [Legg-Calvé-Perthes]|Ostéochondrite juv. de la tête du fémur [Legg-Calvé-Perthes]||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9110|M9110 : Ostéochondrite juvénile de la tête du fémur (Legg-Calvé-Perthes) - Sièges multiples|Ostéochondrite juv. de la tête du fémur (Legg-Calvé-Perthes) - Sièges mult.|28FEB2009:00:00:00|0||0|0|0|0|0|0|0|N|N|N|N||O|25JUN2009:00:00:00|JF|22/03/09 finvalid 28/02/09 ( imp);|FINvalid (imp);
D|M9115|M9115 : Ostéochondrite juvénile de la tête du fémur (Legg-Calvé-Perthes) - Région pelvienne et cuisse|Ostéochondrite juv. de la tête du fémur (Legg-Calvé-Perthes) - rég. pelv. et cuisse||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M912|M912 : Coxa plana|Coxa plana||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9120|M9120 : Coxa plana - Sièges multiples|Coxa plana - Sièges mult.|28FEB2009:00:00:00|0||0|0|0|0|0|0|0|N|N|N|N||O|25JUN2009:00:00:00|JF|22/03/09 finvalid 28/02/09 ( imp);|FINvalid (imp);
D|M9125|M9125 : Coxa plana - Région pelvienne et cuisse|Coxa plana - rég. pelv. et cuisse||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M913|M913 : Pseudocoxalgie|Pseudocoxalgie||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9130|M9130 : Pseudocoxalgie - Sièges multiples|Pseudocoxalgie - Sièges mult.|28FEB2009:00:00:00|0||0|0|0|0|0|0|0|N|N|N|N||O|25JUN2009:00:00:00|JF|22/03/09 finvalid 28/02/09 ( imp);|FINvalid (imp);
D|M9135|M9135 : Pseudocoxalgie - Région pelvienne et cuisse|Pseudocoxalgie - rég. pelv. et cuisse||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M918|M918 : Autres ostéochondrites juvéniles de la hanche et du bassin|Autres ostéochondrites juv. de la hanche et du bassin||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9180|M9180 : Autres ostéochondrites juvéniles de la hanche et du bassin - Sièges multiples|Autres ostéochondrites juv. de la hanche et du bassin - Sièges mult.|28FEB2009:00:00:00|0||0|0|0|0|0|0|0|N|N|N|N||O|25JUN2009:00:00:00|JF|22/03/09 finvalid 28/02/09 ( imp);|FINvalid (imp);
D|M9185|M9185 : Autres ostéochondrites juvéniles de la hanche et du bassin - Région pelvienne et cuisse|Autres ostéochondrites juv. de la hanche et du bassin - rég. pelv. et cuisse||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M919|M919 : Ostéochondrite juvénile de la hanche et du bassin, sans précision|Ostéochondrite juv. de la hanche et du bassin, SAI||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9190|M9190 : Ostéochondrite juvénile de la hanche et du bassin, sans précision - Sièges multiples|Ostéochondrite juv. de la hanche et du bassin, SAI - Sièges mult.|28FEB2009:00:00:00|0||0|0|0|0|0|0|0|N|N|N|N||O|25JUN2009:00:00:00|JF|22/03/09 finvalid 28/02/09 ( imp);|FINvalid (imp);
D|M9195|M9195 : Ostéochondrite juvénile de la hanche et du bassin, sans précision - Région pelvienne et cuisse|Ostéochondrite juv. de la hanche et du bassin, SAI - rég. pelv. et cuisse||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M920|M920 : Ostéochondrite juvénile de l'humérus|Ostéochondrite juv. de l'humérus||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M921|M921 : Ostéochondrite juvénile du radius et du cubitus|Ostéochondrite juv. du radius et du cubitus||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M922|M922 : Ostéochondrite juvénile de la main|Ostéochondrite juv. de la main||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M923|M923 : Autres ostéochondrites juvéniles du membre supérieur|Autres ostéochondrites juv. du mb. sup.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M924|M924 : Ostéochondrite juvénile de la rotule|Ostéochondrite juv. de la rotule||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M925|M925 : Ostéochondrite juvénile du tibia et du péroné|Ostéochondrite juv. du tibia et du péroné||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M926|M926 : Ostéochondrite juvénile du tarse|Ostéochondrite juv. du tarse||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M927|M927 : Ostéochondrite juvénile du métatarse|Ostéochondrite juv. du métatarse||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M928|M928 : Autres ostéochondrites juvéniles précisées|Autres ostéochondrites juv. préc.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M929|M929 : Ostéochondrite juvénile, sans précision|Ostéochondrite juv., SAI||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|M930|M930 : Épiphysiolyse de la tête fémorale [coxa vara retrosa] (non traumatique)|Épiphysiolyse de la tête fémorale [coxa vara retrosa] (non trauma)||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M931|M931 : Maladie de Kienböck de l'adulte|Mal. de Kienböck de l'adulte||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M932|M932 : Ostéochondrite disséquante|Ostéochondrite disséquante||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M938|M938 : Autres ostéochondropathies précisées|Autres ostéochondropathies préc.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M939|M939 : Ostéochondropathie, sans précision|Ostéochondropathie, SAI||0||0|0|0|1|1|1|0||||||O|25JUN2009:00:00:00|JF|09/02/07: dpimp dpint|
D|M940|M940 : Syndrome des articulations chondro-costales [Tietze]|Synd. des artic. chondro-costales [Tietze]||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9408|M9408 : Syndrome des articulations chondro-costales (Tietze) - Autres|Synd. des artic. chondro-costales (Tietze) - Autres||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M941|M941 : Polychondrite récidivante|Polychondrite récidivante||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9410|M9410 : Polychondrite récidivante - Sièges multiples|Polychondrite récidivante - Sièges mult.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9411|M9411 : Polychondrite récidivante - Région scapulaire|Polychondrite récidivante - rég. scap.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9412|M9412 : Polychondrite récidivante - Bras|Polychondrite récidivante - Bras||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9413|M9413 : Polychondrite récidivante - Avant-bras|Polychondrite récidivante - av-b.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9414|M9414 : Polychondrite récidivante - Main|Polychondrite récidivante - Main||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9415|M9415 : Polychondrite récidivante - Région pelvienne et cuisse|Polychondrite récidivante - rég. pelv. et cuisse||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9416|M9416 : Polychondrite récidivante - Jambe|Polychondrite récidivante - Jambe||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9417|M9417 : Polychondrite récidivante - Cheville et pied|Polychondrite récidivante - cheville, pied||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9418|M9418 : Polychondrite récidivante - Autres|Polychondrite récidivante - Autres||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9419|M9419 : Polychondrite récidivante - Siège non précisé|Polychondrite récidivante - Siège SAI.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M942|M942 : Chondromalacie|Chondromalacie||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9420|M9420 : Chondromalacie - Sièges multiples|Chondromalacie - Sièges mult.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9421|M9421 : Chondromalacie - Région scapulaire|Chondromalacie - rég. scap.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9422|M9422 : Chondromalacie - Bras|Chondromalacie - Bras||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9423|M9423 : Chondromalacie - Avant-bras|Chondromalacie - av-b.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9424|M9424 : Chondromalacie - Main|Chondromalacie - Main||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9425|M9425 : Chondromalacie - Région pelvienne et cuisse|Chondromalacie - rég. pelv. et cuisse||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9426|M9426 : Chondromalacie - Jambe|Chondromalacie - Jambe||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9427|M9427 : Chondromalacie - Cheville et pied|Chondromalacie - cheville, pied||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9428|M9428 : Chondromalacie - Autres|Chondromalacie - Autres||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9429|M9429 : Chondromalacie - Siège non précisé|Chondromalacie - Siège SAI.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M943|M943 : Chondrolyse|Chondrolyse||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9430|M9430 : Chondrolyse - Sièges multiples|Chondrolyse - Sièges mult.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9431|M9431 : Chondrolyse - Région scapulaire|Chondrolyse - rég. scap.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9432|M9432 : Chondrolyse - Bras|Chondrolyse - Bras||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9433|M9433 : Chondrolyse - Avant-bras|Chondrolyse - av-b.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9434|M9434 : Chondrolyse - Main|Chondrolyse - Main||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9435|M9435 : Chondrolyse - Région pelvienne et cuisse|Chondrolyse - rég. pelv. et cuisse||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9436|M9436 : Chondrolyse - Jambe|Chondrolyse - Jambe||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9437|M9437 : Chondrolyse - Cheville et pied|Chondrolyse - cheville, pied||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9438|M9438 : Chondrolyse - Autres|Chondrolyse - Autres||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
D|M9439|M9439 : Chondrolyse - Siège non précisé|Chondrolyse - Siège SAI.||0||0|0|0|0|0|0|0||||||O|25JUN2009:00:00:00|JF||
